ID_MUN,Indicador,Valor
20301,Coeficiente de Gini,0.324009
20301,Razón de ingreso,0.190416
20301,IDH,0.65
20302,Coeficiente de Gini,0.320369
20302,Razón de ingreso,0.145591
20302,IDH,0.55
20198,Coeficiente de Gini,0.335193
20198,Razón de ingreso,0.170285
20198,IDH,0.615
20200,Coeficiente de Gini,0.31873
20200,Razón de ingreso,0.166946
20200,IDH,0.535
20206,Coeficiente de Gini,0.354737
20206,Razón de ingreso,0.177887
20206,IDH,0.63
20207,Coeficiente de Gini,0.328432
20207,Razón de ingreso,0.191779
20207,IDH,0.583
20511,Coeficiente de Gini,0.33496
20511,Razón de ingreso,0.153089
20511,IDH,0.543
20317,Coeficiente de Gini,0.326281
20317,Razón de ingreso,0.185137
20317,IDH,0.581
20221,Coeficiente de Gini,0.317636
20221,Razón de ingreso,0.158058
20221,IDH,0.6
20456,Coeficiente de Gini,0.332518
20456,Razón de ingreso,0.191093
20456,IDH,0.616
20325,Coeficiente de Gini,0.32178
20325,Razón de ingreso,0.17192
20325,IDH,0.553
20231,Coeficiente de Gini,0.331595
20231,Razón de ingreso,0.154743
20231,IDH,0.547
20234,Coeficiente de Gini,0.320116
20234,Razón de ingreso,0.160849
20234,IDH,0.535
20243,Coeficiente de Gini,0.329077
20243,Razón de ingreso,0.153633
20243,IDH,0.702
20330,Coeficiente de Gini,0.300268
20330,Razón de ingreso,0.131323
20330,IDH,0.562
20253,Coeficiente de Gini,0.320148
20253,Razón de ingreso,0.16804
20253,IDH,0.532
20255,Coeficiente de Gini,0.326262
20255,Razón de ingreso,0.170737
20255,IDH,0.534
20266,Coeficiente de Gini,0.29906
20266,Razón de ingreso,0.151293
20266,IDH,0.572
20277,Coeficiente de Gini,0.360705
20277,Razón de ingreso,0.184908
20277,IDH,0.571
20265,Coeficiente de Gini,0.321462
20265,Razón de ingreso,0.186955
20265,IDH,0.614
20273,Coeficiente de Gini,0.322285
20273,Razón de ingreso,0.165008
20273,IDH,0.545
20269,Coeficiente de Gini,0.352107
20269,Razón de ingreso,0.194855
20269,IDH,0.658
20274,Coeficiente de Gini,0.296946
20274,Razón de ingreso,0.124934
20274,IDH,0.553
20280,Coeficiente de Gini,0.341344
20280,Razón de ingreso,0.176966
20280,IDH,0.603
20285,Coeficiente de Gini,0.338636
20285,Razón de ingreso,0.170277
20285,IDH,0.6
20294,Coeficiente de Gini,0.349693
20294,Razón de ingreso,0.181455
20294,IDH,0.72
20296,Coeficiente de Gini,0.353562
20296,Razón de ingreso,0.176098
20296,IDH,0.596
20348,Coeficiente de Gini,0.324192
20348,Razón de ingreso,0.157815
20348,IDH,0.567
20310,Coeficiente de Gini,0.343755
20310,Razón de ingreso,0.189142
20310,IDH,0.651
20502,Coeficiente de Gini,0.335094
20502,Razón de ingreso,0.184284
20502,IDH,0.527
20550,Coeficiente de Gini,0.338349
20550,Razón de ingreso,0.197468
20550,IDH,0.676
20401,Coeficiente de Gini,0.313602
20401,Razón de ingreso,0.174855
20401,IDH,0.662
20362,Coeficiente de Gini,0.341992
20362,Razón de ingreso,0.185376
20362,IDH,0.627
20367,Coeficiente de Gini,0.329835
20367,Razón de ingreso,0.161161
20367,IDH,0.554
20332,Coeficiente de Gini,0.348118
20332,Razón de ingreso,0.165922
20332,IDH,0.599
20369,Coeficiente de Gini,0.325556
20369,Razón de ingreso,0.178156
20369,IDH,0.654
20337,Coeficiente de Gini,0.357749
20337,Razón de ingreso,0.184892
20337,IDH,0.55
20376,Coeficiente de Gini,0.31851
20376,Razón de ingreso,0.148594
20376,IDH,0.607
20500,Coeficiente de Gini,0.321349
20500,Razón de ingreso,0.182574
20500,IDH,0.564
20418,Coeficiente de Gini,0.340807
20418,Razón de ingreso,0.171311
20418,IDH,0.708
20364,Coeficiente de Gini,0.333346
20364,Razón de ingreso,0.172017
20364,IDH,0.607
20392,Coeficiente de Gini,0.321281
20392,Razón de ingreso,0.178822
20392,IDH,0.549
20395,Coeficiente de Gini,0.332186
20395,Razón de ingreso,0.157576
20395,IDH,0.554
20402,Coeficiente de Gini,0.346922
20402,Razón de ingreso,0.187414
20402,IDH,0.646
20405,Coeficiente de Gini,0.339891
20405,Razón de ingreso,0.185132
20405,IDH,0.622
20409,Coeficiente de Gini,0.346622
20409,Razón de ingreso,0.181743
20409,IDH,0.802
20411,Coeficiente de Gini,0.345075
20411,Razón de ingreso,0.176352
20411,IDH,0.674
20386,Coeficiente de Gini,0.33556
20386,Razón de ingreso,0.167764
20386,IDH,0.542
20415,Coeficiente de Gini,0.32792
20415,Razón de ingreso,0.159619
20415,IDH,0.57
20444,Coeficiente de Gini,0.344891
20444,Razón de ingreso,0.187512
20444,IDH,0.566
20403,Coeficiente de Gini,0.342046
20403,Razón de ingreso,0.189802
20403,IDH,0.727
20417,Coeficiente de Gini,0.33697
20417,Razón de ingreso,0.186466
20417,IDH,0.629
20461,Coeficiente de Gini,0.351923
20461,Razón de ingreso,0.170179
20461,IDH,0.512
20422,Coeficiente de Gini,0.370449
20422,Razón de ingreso,0.200912
20422,IDH,0.614
20472,Coeficiente de Gini,0.341408
20472,Razón de ingreso,0.18499
20472,IDH,0.738
20426,Coeficiente de Gini,0.367628
20426,Razón de ingreso,0.193459
20426,IDH,0.537
20427,Coeficiente de Gini,0.345635
20427,Razón de ingreso,0.191557
20427,IDH,0.681
20475,Coeficiente de Gini,0.356091
20475,Razón de ingreso,0.189949
20475,IDH,0.625
20479,Coeficiente de Gini,0.340946
20479,Razón de ingreso,0.186896
20479,IDH,0.551
20489,Coeficiente de Gini,0.321974
20489,Razón de ingreso,0.15183
20489,IDH,0.574
20499,Coeficiente de Gini,0.3476
20499,Razón de ingreso,0.193499
20499,IDH,0.712
20519,Coeficiente de Gini,0.331794
20519,Razón de ingreso,0.203431
20519,IDH,0.689
20530,Coeficiente de Gini,0.337713
20530,Razón de ingreso,0.1777
20530,IDH,0.6
20531,Coeficiente de Gini,0.343426
20531,Razón de ingreso,0.182052
20531,IDH,0.679
20516,Coeficiente de Gini,0.308565
20516,Razón de ingreso,0.161465
20516,IDH,0.545
20532,Coeficiente de Gini,0.354537
20532,Razón de ingreso,0.190164
20532,IDH,0.565
20540,Coeficiente de Gini,0.352879
20540,Razón de ingreso,0.1905
20540,IDH,0.717
20558,Coeficiente de Gini,0.325096
20558,Razón de ingreso,0.195175
20558,IDH,0.674
20554,Coeficiente de Gini,0.338671
20554,Razón de ingreso,0.167142
20554,IDH,0.556
20491,Coeficiente de Gini,0.306318
20491,Razón de ingreso,0.145225
20491,IDH,0.574
20495,Coeficiente de Gini,0.295303
20495,Razón de ingreso,0.128715
20495,IDH,0.519
20526,Coeficiente de Gini,0.328629
20526,Razón de ingreso,0.174727
20526,IDH,0.6
20537,Coeficiente de Gini,0.330958
20537,Razón de ingreso,0.193676
20537,IDH,0.589
20543,Coeficiente de Gini,0.335771
20543,Razón de ingreso,0.184276
20543,IDH,0.551
20551,Coeficiente de Gini,0.343072
20551,Razón de ingreso,0.187603
20551,IDH,0.699
22007,Coeficiente de Gini,0.331742
22007,Razón de ingreso,0.192724
22007,IDH,0.673
22008,Coeficiente de Gini,0.310051
22008,Razón de ingreso,0.175583
22008,IDH,0.601
22012,Coeficiente de Gini,0.321487
22012,Razón de ingreso,0.178769
22012,IDH,0.699
22013,Coeficiente de Gini,0.331751
22013,Razón de ingreso,0.171823
22013,IDH,0.612
24002,Coeficiente de Gini,0.358322
24002,Razón de ingreso,0.182277
24002,IDH,0.581
24009,Coeficiente de Gini,0.329648
24009,Razón de ingreso,0.180255
24009,IDH,0.701
24011,Coeficiente de Gini,0.346848
24011,Razón de ingreso,0.188512
24011,IDH,0.688
24016,Coeficiente de Gini,0.357055
24016,Razón de ingreso,0.186799
24016,IDH,0.689
24019,Coeficiente de Gini,0.347766
24019,Razón de ingreso,0.179661
24019,IDH,0.577
24021,Coeficiente de Gini,0.353676
24021,Razón de ingreso,0.181029
24021,IDH,0.637
24027,Coeficiente de Gini,0.347874
24027,Razón de ingreso,0.179917
24027,IDH,0.651
24030,Coeficiente de Gini,0.349168
24030,Razón de ingreso,0.194757
24030,IDH,0.584
24043,Coeficiente de Gini,0.337458
24043,Razón de ingreso,0.180586
24043,IDH,0.611
24046,Coeficiente de Gini,0.339545
24046,Razón de ingreso,0.195282
24046,IDH,0.603
24047,Coeficiente de Gini,0.367128
24047,Razón de ingreso,0.20582
24047,IDH,0.578
24050,Coeficiente de Gini,0.333975
24050,Razón de ingreso,0.196908
24050,IDH,0.648
24052,Coeficiente de Gini,0.343119
24052,Razón de ingreso,0.205165
24052,IDH,0.615
24056,Coeficiente de Gini,0.339418
24056,Razón de ingreso,0.192002
24056,IDH,0.64
24058,Coeficiente de Gini,0.341261
24058,Razón de ingreso,0.192181
24058,IDH,0.683
26044,Coeficiente de Gini,0.355258
26044,Razón de ingreso,0.202747
26044,IDH,0.704
27009,Coeficiente de Gini,0.337607
27009,Razón de ingreso,0.186853
27009,IDH,0.716
27016,Coeficiente de Gini,0.340232
27016,Razón de ingreso,0.175027
27016,IDH,0.686
28001,Coeficiente de Gini,0.338219
28001,Razón de ingreso,0.177128
28001,IDH,0.664
28004,Coeficiente de Gini,0.342385
28004,Razón de ingreso,0.17983
28004,IDH,0.66
28005,Coeficiente de Gini,0.327666
28005,Razón de ingreso,0.203314
28005,IDH,0.631
28008,Coeficiente de Gini,0.326746
28008,Razón de ingreso,0.199058
28008,IDH,0.633
28010,Coeficiente de Gini,0.334852
28010,Razón de ingreso,0.197091
28010,IDH,0.651
28011,Coeficiente de Gini,0.338719
28011,Razón de ingreso,0.197665
28011,IDH,0.65
28020,Coeficiente de Gini,0.34884
28020,Razón de ingreso,0.184744
28020,IDH,0.652
28023,Coeficiente de Gini,0.32481
28023,Razón de ingreso,0.167488
28023,IDH,0.65
28029,Coeficiente de Gini,0.345072
28029,Razón de ingreso,0.180514
28029,IDH,0.674
28036,Coeficiente de Gini,0.373974
28036,Razón de ingreso,0.227669
28036,IDH,0.614
29009,Coeficiente de Gini,0.322136
29009,Razón de ingreso,0.177519
29009,IDH,0.726
29014,Coeficiente de Gini,0.337277
29014,Razón de ingreso,0.163142
29014,IDH,0.669
29018,Coeficiente de Gini,0.343414
29018,Razón de ingreso,0.198282
29018,IDH,0.729
29021,Coeficiente de Gini,0.3141
29021,Razón de ingreso,0.16349
29021,IDH,0.702
29026,Coeficiente de Gini,0.334354
29026,Razón de ingreso,0.198968
29026,IDH,0.745
29032,Coeficiente de Gini,0.333032
29032,Razón de ingreso,0.180058
29032,IDH,0.744
29037,Coeficiente de Gini,0.325405
29037,Razón de ingreso,0.175551
29037,IDH,0.633
29054,Coeficiente de Gini,0.327773
29054,Razón de ingreso,0.206932
29054,IDH,0.762
29059,Coeficiente de Gini,0.315575
29059,Razón de ingreso,0.162162
29059,IDH,0.698
29060,Coeficiente de Gini,0.322873
29060,Razón de ingreso,0.193505
29060,IDH,0.718
29038,Coeficiente de Gini,0.336642
29038,Razón de ingreso,0.194345
29038,IDH,0.749
29029,Coeficiente de Gini,0.339812
29029,Razón de ingreso,0.198162
29029,IDH,0.763
29023,Coeficiente de Gini,0.351235
29023,Razón de ingreso,0.177036
29023,IDH,0.718
29017,Coeficiente de Gini,0.337934
29017,Razón de ingreso,0.182016
29017,IDH,0.678
29016,Coeficiente de Gini,0.341454
29016,Razón de ingreso,0.181501
29016,IDH,0.737
29055,Coeficiente de Gini,0.33413
29055,Razón de ingreso,0.18468
29055,IDH,0.694
29020,Coeficiente de Gini,0.31554
29020,Razón de ingreso,0.190036
29020,IDH,0.691
29044,Coeficiente de Gini,0.345054
29044,Razón de ingreso,0.190972
29044,IDH,0.756
29041,Coeficiente de Gini,0.359529
29041,Razón de ingreso,0.187536
29041,IDH,0.753
29039,Coeficiente de Gini,0.339867
29039,Razón de ingreso,0.214726
29039,IDH,0.711
29001,Coeficiente de Gini,0.339809
29001,Razón de ingreso,0.199784
29001,IDH,0.776
29058,Coeficiente de Gini,0.33265
29058,Razón de ingreso,0.206739
29058,IDH,0.733
29006,Coeficiente de Gini,0.332529
29006,Razón de ingreso,0.192109
29006,IDH,0.726
29025,Coeficiente de Gini,0.33811
29025,Razón de ingreso,0.189149
29025,IDH,0.688
29019,Coeficiente de Gini,0.350968
29019,Razón de ingreso,0.191437
29019,IDH,0.736
29049,Coeficiente de Gini,0.340463
29049,Razón de ingreso,0.173881
29049,IDH,0.746
29051,Coeficiente de Gini,0.34185
29051,Razón de ingreso,0.200575
29051,IDH,0.768
29053,Coeficiente de Gini,0.35675
29053,Razón de ingreso,0.189436
29053,IDH,0.774
29052,Coeficiente de Gini,0.321305
29052,Razón de ingreso,0.187336
29052,IDH,0.672
30070,Coeficiente de Gini,0.320538
30070,Razón de ingreso,0.164805
30070,IDH,0.617
30152,Coeficiente de Gini,0.326367
30152,Razón de ingreso,0.170641
30152,IDH,0.661
30009,Coeficiente de Gini,0.330922
30009,Razón de ingreso,0.176501
30009,IDH,0.637
30012,Coeficiente de Gini,0.332621
30012,Razón de ingreso,0.202684
30012,IDH,0.654
30015,Coeficiente de Gini,0.336809
30015,Razón de ingreso,0.183148
30015,IDH,0.642
30151,Coeficiente de Gini,0.318594
30151,Razón de ingreso,0.188675
30151,IDH,0.67
30114,Coeficiente de Gini,0.338197
30114,Razón de ingreso,0.173255
30114,IDH,0.658
30019,Coeficiente de Gini,0.316512
30019,Razón de ingreso,0.171618
30019,IDH,0.52
30020,Coeficiente de Gini,0.330515
30020,Razón de ingreso,0.180735
30020,IDH,0.513
30022,Coeficiente de Gini,0.344558
30022,Razón de ingreso,0.171933
30022,IDH,0.635
30023,Coeficiente de Gini,0.32449
30023,Razón de ingreso,0.177391
30023,IDH,0.605
30100,Coeficiente de Gini,0.32578
30100,Razón de ingreso,0.195399
30100,IDH,0.637
30188,Coeficiente de Gini,0.336126
30188,Razón de ingreso,0.195553
30188,IDH,0.608
30191,Coeficiente de Gini,0.324965
30191,Razón de ingreso,0.204617
30191,IDH,0.742
30043,Coeficiente de Gini,0.339784
30043,Razón de ingreso,0.176294
30043,IDH,0.561
30184,Coeficiente de Gini,0.315428
30184,Razón de ingreso,0.162551
30184,IDH,0.533
30197,Coeficiente de Gini,0.334107
30197,Razón de ingreso,0.161804
30197,IDH,0.612
30059,Coeficiente de Gini,0.330873
30059,Razón de ingreso,0.199539
30059,IDH,0.713
30062,Coeficiente de Gini,0.359621
30062,Razón de ingreso,0.188346
30062,IDH,0.637
30077,Coeficiente de Gini,0.338747
30077,Razón de ingreso,0.173685
30077,IDH,0.668
30097,Coeficiente de Gini,0.340922
30097,Razón de ingreso,0.191129
30097,IDH,0.729
30134,Coeficiente de Gini,0.345739
30134,Razón de ingreso,0.183342
30134,IDH,0.675
30170,Coeficiente de Gini,0.346606
30170,Razón de ingreso,0.169113
30170,IDH,0.472
30171,Coeficiente de Gini,0.358831
30171,Razón de ingreso,0.178278
30171,IDH,0.57
30153,Coeficiente de Gini,0.342123
30153,Razón de ingreso,0.180105
30153,IDH,0.655
30192,Coeficiente de Gini,0.332671
30192,Razón de ingreso,0.189078
30192,IDH,0.694
30207,Coeficiente de Gini,0.331948
30207,Razón de ingreso,0.197724
30207,IDH,0.698
30121,Coeficiente de Gini,0.301487
30121,Razón de ingreso,0.189052
30121,IDH,0.639
30158,Coeficiente de Gini,0.312337
30158,Razón de ingreso,0.175747
30158,IDH,0.651
30021,Coeficiente de Gini,0.347726
30021,Razón de ingreso,0.175615
30021,IDH,0.695
30093,Coeficiente de Gini,0.335138
30093,Razón de ingreso,0.200359
30093,IDH,0.692
30094,Coeficiente de Gini,0.319479
30094,Razón de ingreso,0.160729
30094,IDH,0.674
30095,Coeficiente de Gini,0.348338
30095,Razón de ingreso,0.169415
30095,IDH,0.611
30143,Coeficiente de Gini,0.343415
30143,Razón de ingreso,0.169185
30143,IDH,0.619
30144,Coeficiente de Gini,0.328217
30144,Razón de ingreso,0.176249
30144,IDH,0.637
30202,Coeficiente de Gini,0.326009
30202,Razón de ingreso,0.156456
30202,IDH,0.526
30183,Coeficiente de Gini,0.32914
30183,Razón de ingreso,0.177482
30183,IDH,0.653
30053,Coeficiente de Gini,0.338386
30053,Razón de ingreso,0.183277
30053,IDH,0.671
30060,Coeficiente de Gini,0.334584
30060,Razón de ingreso,0.181523
30060,IDH,0.67
30128,Coeficiente de Gini,0.355877
30128,Razón de ingreso,0.182401
30128,IDH,0.678
30172,Coeficiente de Gini,0.330068
30172,Razón de ingreso,0.18722
30172,IDH,0.649
30173,Coeficiente de Gini,0.355777
30173,Razón de ingreso,0.177393
30173,IDH,0.613
30177,Coeficiente de Gini,0.344142
30177,Razón de ingreso,0.178255
30177,IDH,0.595
30147,Coeficiente de Gini,0.345121
30147,Razón de ingreso,0.182461
30147,IDH,0.514
30148,Coeficiente de Gini,0.341296
30148,Razón de ingreso,0.190912
30148,IDH,0.633
30150,Coeficiente de Gini,0.325182
30150,Razón de ingreso,0.169937
30150,IDH,0.679
30130,Coeficiente de Gini,0.329606
30130,Razón de ingreso,0.16064
30130,IDH,0.648
30002,Coeficiente de Gini,0.319842
30002,Razón de ingreso,0.169705
30002,IDH,0.678
30054,Coeficiente de Gini,0.324552
30054,Razón de ingreso,0.193946
30054,IDH,0.648
30056,Coeficiente de Gini,0.329192
30056,Razón de ingreso,0.17163
30056,IDH,0.624
30063,Coeficiente de Gini,0.330038
30063,Razón de ingreso,0.185358
30063,IDH,0.645
30078,Coeficiente de Gini,0.338957
30078,Razón de ingreso,0.161533
30078,IDH,0.64
30079,Coeficiente de Gini,0.335645
30079,Razón de ingreso,0.166314
30079,IDH,0.57
30064,Coeficiente de Gini,0.334381
30064,Razón de ingreso,0.188976
30064,IDH,0.603
30080,Coeficiente de Gini,0.334626
30080,Razón de ingreso,0.175179
30080,IDH,0.621
30086,Coeficiente de Gini,0.343784
30086,Razón de ingreso,0.172487
30086,IDH,0.587
30024,Coeficiente de Gini,0.328814
30024,Razón de ingreso,0.168423
30024,IDH,0.567
30029,Coeficiente de Gini,0.350521
30029,Razón de ingreso,0.182557
30029,IDH,0.493
30205,Coeficiente de Gini,0.337661
30205,Razón de ingreso,0.196324
30205,IDH,0.702
30074,Coeficiente de Gini,0.341876
30074,Razón de ingreso,0.18151
30074,IDH,0.705
30075,Coeficiente de Gini,0.32604
30075,Razón de ingreso,0.187459
30075,IDH,0.644
30107,Coeficiente de Gini,0.334663
30107,Razón de ingreso,0.184405
30107,IDH,0.54
30116,Coeficiente de Gini,0.342671
30116,Razón de ingreso,0.196565
30116,IDH,0.688
30136,Coeficiente de Gini,0.323914
30136,Razón de ingreso,0.189147
30136,IDH,0.674
30199,Coeficiente de Gini,0.325339
30199,Razón de ingreso,0.185089
30199,IDH,0.64
30206,Coeficiente de Gini,0.341207
30206,Razón de ingreso,0.197406
30206,IDH,0.797
30102,Coeficiente de Gini,0.340109
30102,Razón de ingreso,0.190041
30102,IDH,0.707
30104,Coeficiente de Gini,0.340998
30104,Razón de ingreso,0.180673
30104,IDH,0.555
30106,Coeficiente de Gini,0.328415
30106,Razón de ingreso,0.156834
30106,IDH,0.616
30069,Coeficiente de Gini,0.336753
30069,Razón de ingreso,0.171224
30069,IDH,0.69
30037,Coeficiente de Gini,0.330536
30037,Razón de ingreso,0.150961
30037,IDH,0.589
30041,Coeficiente de Gini,0.334963
30041,Razón de ingreso,0.197273
30041,IDH,0.605
31025,Coeficiente de Gini,0.324673
31025,Razón de ingreso,0.182333
31025,IDH,0.636
31014,Coeficiente de Gini,0.340521
31014,Razón de ingreso,0.193105
31014,IDH,0.617
31060,Coeficiente de Gini,0.345225
31060,Razón de ingreso,0.178915
31060,IDH,0.603
31085,Coeficiente de Gini,0.336439
31085,Razón de ingreso,0.173233
31085,IDH,0.597
31048,Coeficiente de Gini,0.326027
31048,Razón de ingreso,0.170731
31048,IDH,0.648
31099,Coeficiente de Gini,0.329208
31099,Razón de ingreso,0.192318
31099,IDH,0.591
31028,Coeficiente de Gini,0.332521
31028,Razón de ingreso,0.179543
31028,IDH,0.712
31006,Coeficiente de Gini,0.332487
31006,Razón de ingreso,0.190696
31006,IDH,0.629
31057,Coeficiente de Gini,0.337493
31057,Razón de ingreso,0.173574
31057,IDH,0.643
31093,Coeficiente de Gini,0.334048
31093,Razón de ingreso,0.191905
31093,IDH,0.742
31071,Coeficiente de Gini,0.333393
31071,Razón de ingreso,0.19801
31071,IDH,0.623
31069,Coeficiente de Gini,0.337133
31069,Razón de ingreso,0.199278
31069,IDH,0.595
31059,Coeficiente de Gini,0.333704
31059,Razón de ingreso,0.196825
31059,IDH,0.755
31008,Coeficiente de Gini,0.337716
31008,Razón de ingreso,0.187773
31008,IDH,0.617
31062,Coeficiente de Gini,0.326585
31062,Razón de ingreso,0.196463
31062,IDH,0.658
31038,Coeficiente de Gini,0.339747
31038,Razón de ingreso,0.201488
31038,IDH,0.676
31042,Coeficiente de Gini,0.334356
31042,Razón de ingreso,0.199665
31042,IDH,0.634
31003,Coeficiente de Gini,0.347823
31003,Razón de ingreso,0.189108
31003,IDH,0.63
31009,Coeficiente de Gini,0.343394
31009,Razón de ingreso,0.176637
31009,IDH,0.69
31016,Coeficiente de Gini,0.345608
31016,Razón de ingreso,0.166488
31016,IDH,0.556
31027,Coeficiente de Gini,0.360972
31027,Razón de ingreso,0.192724
31027,IDH,0.762
31033,Coeficiente de Gini,0.330718
31033,Razón de ingreso,0.189644
31033,IDH,0.647
31035,Coeficiente de Gini,0.341126
31035,Razón de ingreso,0.17482
31035,IDH,0.628
31053,Coeficiente de Gini,0.341042
31053,Razón de ingreso,0.196435
31053,IDH,0.685
31020,Coeficiente de Gini,0.33973
31020,Razón de ingreso,0.198069
31020,IDH,0.72
31070,Coeficiente de Gini,0.33149
31070,Razón de ingreso,0.202062
31070,IDH,0.684
31082,Coeficiente de Gini,0.355797
31082,Razón de ingreso,0.189439
31082,IDH,0.727
31029,Coeficiente de Gini,0.347757
31029,Razón de ingreso,0.181855
31029,IDH,0.693
31095,Coeficiente de Gini,0.312312
31095,Razón de ingreso,0.183399
31095,IDH,0.735
31097,Coeficiente de Gini,0.347052
31097,Razón de ingreso,0.17057
31097,IDH,0.608
31106,Coeficiente de Gini,0.319624
31106,Razón de ingreso,0.181988
31106,IDH,0.701
32028,Coeficiente de Gini,0.321612
32028,Razón de ingreso,0.174178
32028,IDH,0.616
32029,Coeficiente de Gini,0.328391
32029,Razón de ingreso,0.191647
32029,IDH,0.638
32048,Coeficiente de Gini,0.331325
32048,Razón de ingreso,0.175791
32048,IDH,0.688
32044,Coeficiente de Gini,0.339368
32044,Razón de ingreso,0.173939
32044,IDH,0.656
32008,Coeficiente de Gini,0.359241
32008,Razón de ingreso,0.188245
32008,IDH,0.636
32009,Coeficiente de Gini,0.346207
32009,Razón de ingreso,0.189131
32009,IDH,0.63
32004,Coeficiente de Gini,0.313815
32004,Razón de ingreso,0.175269
32004,IDH,0.627
32040,Coeficiente de Gini,0.32489
32040,Razón de ingreso,0.191142
32040,IDH,0.621
32018,Coeficiente de Gini,0.322896
32018,Razón de ingreso,0.171151
32018,IDH,0.656
32023,Coeficiente de Gini,0.339765
32023,Razón de ingreso,0.167937
32023,IDH,0.707
32025,Coeficiente de Gini,0.338775
32025,Razón de ingreso,0.19053
32025,IDH,0.675
32033,Coeficiente de Gini,0.338865
32033,Razón de ingreso,0.17388
32033,IDH,0.659
32005,Coeficiente de Gini,0.312855
32005,Razón de ingreso,0.189472
32005,IDH,0.689
32052,Coeficiente de Gini,0.328742
32052,Razón de ingreso,0.203295
32052,IDH,0.682
32058,Coeficiente de Gini,0.329715
32058,Razón de ingreso,0.193999
32058,IDH,0.657
32034,Coeficiente de Gini,0.322915
32034,Razón de ingreso,0.187254
32034,IDH,0.695
32035,Coeficiente de Gini,0.334594
32035,Razón de ingreso,0.202204
32035,IDH,0.638
32043,Coeficiente de Gini,0.33323
32043,Razón de ingreso,0.180888
32043,IDH,0.605
32045,Coeficiente de Gini,0.321716
32045,Razón de ingreso,0.170632
32045,IDH,0.673
32047,Coeficiente de Gini,0.306739
32047,Razón de ingreso,0.162474
32047,IDH,0.707
1003,Coeficiente de Gini,0.344348
1003,Razón de ingreso,0.157365
1003,IDH,0.664
1004,Coeficiente de Gini,0.330614
1004,Razón de ingreso,0.14701
1004,IDH,0.699
7002,Coeficiente de Gini,0.363402
7002,Razón de ingreso,0.158541
7002,IDH,0.693
5014,Coeficiente de Gini,0.32863
5014,Razón de ingreso,0.156717
5014,IDH,0.616
5009,Coeficiente de Gini,0.332959
5009,Razón de ingreso,0.168919
5009,IDH,0.699
5013,Coeficiente de Gini,0.321327
5013,Razón de ingreso,0.132801
5013,IDH,0.65
5019,Coeficiente de Gini,0.319998
5019,Razón de ingreso,0.1421
5019,IDH,0.75
7008,Coeficiente de Gini,0.353534
7008,Razón de ingreso,0.146608
7008,IDH,0.669
6001,Coeficiente de Gini,0.354635
6001,Razón de ingreso,0.144358
6001,IDH,0.692
6005,Coeficiente de Gini,0.348688
6005,Razón de ingreso,0.171677
6005,IDH,0.75
6006,Coeficiente de Gini,0.360845
6006,Razón de ingreso,0.136554
6006,IDH,0.69
7012,Coeficiente de Gini,0.383278
7012,Razón de ingreso,0.152146
7012,IDH,0.489
6008,Coeficiente de Gini,0.347824
6008,Razón de ingreso,0.149626
6008,IDH,0.702
7038,Coeficiente de Gini,0.350278
7038,Razón de ingreso,0.147097
7038,IDH,0.532
7039,Coeficiente de Gini,0.349858
7039,Razón de ingreso,0.146143
7039,IDH,0.549
7022,Coeficiente de Gini,0.352435
7022,Razón de ingreso,0.133358
7022,IDH,0.47
7024,Coeficiente de Gini,0.38136
7024,Razón de ingreso,0.149144
7024,IDH,0.526
7044,Coeficiente de Gini,0.348601
7044,Razón de ingreso,0.164987
7044,IDH,0.566
7021,Coeficiente de Gini,0.357332
7021,Razón de ingreso,0.152988
7021,IDH,0.641
7048,Coeficiente de Gini,0.328964
7048,Razón de ingreso,0.148747
7048,IDH,0.643
7070,Coeficiente de Gini,0.370269
7070,Razón de ingreso,0.164466
7070,IDH,0.555
7032,Coeficiente de Gini,0.361102
7032,Razón de ingreso,0.144987
7032,IDH,0.605
7068,Coeficiente de Gini,0.341493
7068,Razón de ingreso,0.158014
7068,IDH,0.699
7069,Coeficiente de Gini,0.334647
7069,Razón de ingreso,0.159595
7069,IDH,0.622
7046,Coeficiente de Gini,0.353137
7046,Razón de ingreso,0.162257
7046,IDH,0.663
7050,Coeficiente de Gini,0.330202
7050,Razón de ingreso,0.142936
7050,IDH,0.69
7049,Coeficiente de Gini,0.350826
7049,Razón de ingreso,0.156343
7049,IDH,0.522
7077,Coeficiente de Gini,0.31708
7077,Razón de ingreso,0.13428
7077,IDH,0.565
7099,Coeficiente de Gini,0.342339
7099,Razón de ingreso,0.165825
7099,IDH,0.582
7051,Coeficiente de Gini,0.350024
7051,Razón de ingreso,0.146173
7051,IDH,0.654
7053,Coeficiente de Gini,0.354636
7053,Razón de ingreso,0.170774
7053,IDH,0.598
7115,Coeficiente de Gini,0.366421
7115,Razón de ingreso,0.132788
7115,IDH,0.5340759
7057,Coeficiente de Gini,0.382193
7057,Razón de ingreso,0.15812
7057,IDH,0.625
7074,Coeficiente de Gini,0.345367
7074,Razón de ingreso,0.167286
7074,IDH,0.712
7112,Coeficiente de Gini,0.359969
7112,Razón de ingreso,0.118034
7112,IDH,0.5016699
7060,Coeficiente de Gini,0.336287
7060,Razón de ingreso,0.143507
7060,IDH,0.517
7063,Coeficiente de Gini,0.370597
7063,Razón de ingreso,0.178161
7063,IDH,0.629
7073,Coeficiente de Gini,0.364603
7073,Razón de ingreso,0.146737
7073,IDH,0.601
7079,Coeficiente de Gini,0.353076
